address,version,token0,token1,decimals0,decimals1,fee
0xbb7ab09971e56aaf248dcc6c3df865af69d97372,2,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x8283dd24f8d8e7b083e2855a4c3ea1a7feba08c2,2,0x31024a4c3e9aeeb256b825790f5cb7ac645e7cd5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3,18,300
0x7d7428c778424db4c3a0930d18ca89a46b66f042,2,0x889efb523cc39590b8483eb9491890ac71407f64,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x6367eed0ce97f8ab3c237674ce50d0b746901f33,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf29e46887ffae92f1ff87dfe39713875da541373,18,18,300
0x209e2f044bd334c53451900c576ab18e8cea9b16,2,0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8,18,300
0x39043f4a27e4a030ad4bf33132d9d1535cd91ef6,2,0xb9d4b4d710e47e6782f3ffd6740dfa65fd637c08,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xd989f9aca3dff9db16d3b0cebc252596bb8aa63e,2,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xef4f1d5007b4ff88c1a56261fec00264af6001fb,2,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xc965bc2cf23d54ccf41a7d3af10572580e9b8078,2,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,18,6,300
0x1417bac01f58f68ebf547a3d5b9d0f6e8a495963,2,0xad2aa3c57570ad9811ba8ee90316f9c73f78035a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6,18,300
0xea2b2abec815a2782b25ea2b3d998e1a5eafc259,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe48972fcd82a274411c01834e2f031d4377fa2c0,18,18,300
0xcfd111c4c0daeae6351bcdc80a993e78923845ab,2,0x5580ab97f226c324c671746a1787524aef42e415,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x9cbc2a6ab3f10edf7d71c9cf3b6bdb7ee5629550,2,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xa4d456b9dbe75b033b13b138caadbe4bd15432ae,2,0xb423c1fb5414f0711c71181995ff59ffa6d31146,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x1f909b6c6153ea046739d632380db60671fe7f38,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xef69b5697f2fb0345cc680210fd39b593a2f9684,18,18,300
0x06f6f3f79bb7236473c144bc43b687428ac0262e,2,0x668dbf100635f593a3847c0bdaf21f0a09380188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x13cb03bfbe8bfb8c9923fae884a1f1b16dd2adef,2,0x123151402076fc819b7564510989e475c9cd93ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8,18,300
0x3a99e53b8f5bb7acc583701ae37f1c7305ff79dd,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc28e27870558cf22add83540d2126da2e4b464c2,18,18,300
0xe6d38b6481e6b01cb5f72f64d8ff1b8cdfcbe62a,2,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,0xc28e27870558cf22add83540d2126da2e4b464c2,18,18,300
0x954e5e6b11f3adbd1fffa90e4b718103938a3468,2,0xb72b31907c1c95f3650b64b2469e08edacee5e8f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x48f2339da7d4db105ade880a2809ab8a38899f21,2,0x5d1b1019d0afa5e6cc047b9e78081d44cc579fc4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xba87dc891945dbb3caeeaf822de208d7ea89b298,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,18,6,300
0xa4cad81673ffdf755388304e7d352c2c065dbf80,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x8a727d058761f021ea100a1c7b92536ac27b762a,18,18,300
0x8b599ddb45e82908fb663a89f09bef0c5dd15f81,2,0xdac17f958d2ee523a2206206994597c13d831ec7,0xfe5f141bf94fe84bc28ded0ab966c16b17490657,6,18,300
0x33f172212d30b559f8d8b8a54911ce10a2d42296,2,0x6b51beeaa7d6704d48d088ec95735e21459385f0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x844aa51d309bdc4a44146192f8d4097cad51d96e,2,0x68a3637ba6e75c0f66b61a42639c4e9fcd3d4824,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xc4de5cc1232f6493cc7bf7bcb12f905eb9742bd7,2,0x87f5f9ebe40786d49d35e1b5997b07ccaa8adbff,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,9,18,300
0x7a8c6b6e44cc12df550096f88a5ba746c38ed9b0,2,0x178c820f862b14f316509ec36b13123da19a6054,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xe5dfae93ea1820e58c1a12c110618dd1c18374a5,2,0x87f5f9ebe40786d49d35e1b5997b07ccaa8adbff,0xe6279e1c65dd41b30ba3760dcac3cd8bbb4420d6,9,9,300
0x0289b9cd5859476ce325aca04309d36addcebdaa,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,18,8,300
0xebd49b4c8f7f0ded2ca8b951cf92a583e7b4c8e7,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xd46ba6d942050d489dbd938a2c909a5d5039a161,18,9,300
0x47ff5a2ad7a36cfcf7867539f5851a4a573bf4e1,2,0x40fd72257597aa14c7231a7b1aaa29fce868f677,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x161388deb2c1147d5bed3003277d59d479d5a228,2,0x2c537e5624e4af88a7ae4060c022609376c8d0eb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6,18,300
0xceff51756c56ceffca006cd410b03ffc46dd3a58,2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8,18,300
0xcd397987bfbf91e5c64e50226a361e80e598fc44,2,0x75019407b9f8f30f2b1fd3e4905a0a39ecc14817,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x807fdbcb54dc5d01b99a5aa7fce883a759d27cbe,2,0x580c8520deda0a441522aeae0f9f7a5f29629afa,0xdac17f958d2ee523a2206206994597c13d831ec7,18,6,300
0x53aabccae8c1713a6a150d9981d2ee867d0720e8,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,18,18,300
0x2d2bc284c24b5debe489da59557862e0af884f23,2,0x107c4504cd79c5d2696ea0030a8dd4e92601b82e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x378b4c5f2a8a0796a8d4c798ef737cf00ae8e667,2,0x960b236a07cf122663c4303350609a66a7b288c0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x6515671641c9028e1a27117f1214dfd08132509c,2,0x035bfe6057e15ea692c0dfdcab3bb41a64dd2ad4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x15e86e6f65ef7ea1dbb72a5e51a07926fb1c82e3,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xff20817765cb7f73d4bde2e66e067e58d11095c2,18,18,300
0x71b50dd6ca7433b5d528f472b93f115ce00af9c8,2,0x066798d9ef0833ccc719076dab77199ecbd178b0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x0bb1f1cb9dd524e0f663ae1d0b24e60c1541956b,2,0x1e18821e69b9faa8e6e75dffe54e7e25754beda0,0xef69b5697f2fb0345cc680210fd39b593a2f9684,18,18,300
0x9bea554d1ffc33f7ec498693d6f512a63769d59c,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd26c338fbf7e02dd8711424567b2baba3d5dce3a,18,2,300
0xd626015edfbbeba3def1d764a162a0b4d7bf22f0,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xeeeeeeeee2af8d0e1940679860398308e0ef24d6,18,18,300
0x5862d8d46f6a42332dec8d8d8c27796c0f38264b,2,0x2854f5fe2d01393360cb0532c66d7721b3f48324,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xc9116009b44afc73f319c2011d7c6c698873bf13,2,0x435d0ca4d455209dc9b53f09acdb8d5d761df423,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x36b66b447b7a2ffaee307785f663ec8d5a598ba1,2,0x4e26ceb8a932114a95cfb682851b6e832f830062,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x9307539a322ec5afb08632bc97d8250f2d94544d,2,0x11d147e8d39f59af00e159c4b1fe3a31d58a2c66,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3,18,300
0xd281af557aa16b6d49647b204e16c1083069a7bb,2,0x3c6ff50c9ec362efa359317009428d52115fe643,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xd14f2f65915c8c4bb75c78209a53f8d0362997a7,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe7069e147cd7085abb493f7990c684029deadcdd,18,18,300
0x6463bd6026a2e7bfab5851b62969a92f7cca0eb6,2,0x584bc13c7d411c00c01a62e8019472de68768430,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xc8703a9c40edb9915c815f29762827f6242278bf,2,0x28cb7e841ee97947a86b06fa4090c8451f64c0be,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xf7b515cf4dbcfa0b215bab0ccde0f4befc15e3c8,2,0x7968bc6a03017ea2de509aaa816f163db0f35148,0xdac17f958d2ee523a2206206994597c13d831ec7,6,6,300
0xf1934eab3f6b9cac3967cf6d1732c5e8f4c43230,2,0x6b175474e89094c44da98b954eedeac495271d0f,0x78a685e0762096ed0f98107212e98f8c35a9d1d8,18,10,300
0x715134a16acb73c86e81df5542e1cf759eeb6fc7,2,0x4fabb145d64652a948d72533023f6e7a623c7c53,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xdca8bedda2a15b740d3bc58bb14027c48f2afbf6,2,0x623b3917719a3cef1a5d75e8f0ad37a45031a4d5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x6ba975118545f1bcbda6376d08417494ef9a6e16,2,0x2d480bb31d4796a11d9a50eaecabb36ffd42bc63,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xdfb87fd2f9f5eec75930a2d8cfe67f791801fe30,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xce9afaf5b0da6ce0366ab40435a48ccff65d2ed7,18,18,300
0x02eb135eba0d5b36c2cf0bb9190c36927c5eed6d,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,18,18,300
0x74b09f9408b25653ae632bbc81449db9d736ffa8,2,0x339d73f9a0fbd064ea81f274437760a9db934806,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,18,300
0x9609f1398ff6b982c97fc4437cfdeba78ccde07b,2,0x804683b195f83868a21b6732fa68eab4c738d864,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xf2ae5aaef14d08e0ea618abb1384127941bcbda6,2,0x81c0edfa7aabb17e4bb0cfb956116191c5b7543f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xdd2f8d990d7352bb38bd0340c394af4691d9957c,2,0xa31b1767e09f842ecfd4bc471fe44f830e3891aa,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x03a609e25ced7c3bcefa25eb513e601bdec80cb7,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0x774fb37e50db4bf53b7c08e6b71007bf1f1d9a47,18,18,300
0x87d3d823f7ee1a86f0939371cc3a2ef46889b1e5,2,0x666d875c600aa06ac1cf15641361dec3b00432ef,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8,18,300
0x517f396b0582a46c00a20de9904717b55b4dbe46,2,0x6eb4bfa928cb0e92ca0826e4b7e67828c3d57e01,0xdac17f958d2ee523a2206206994597c13d831ec7,18,6,300
0x168d3fcbb4213fc91d5c40acc302bfccd89112aa,2,0x44f3ef76b4f277e6c78c9d363ffd18a34a761940,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4,18,300
0xbcd6a2ddafbaa7f424698ed69e717c0c0f1e99bf,2,0x8564653879a18c560e7c0ea0e084c516c62f5653,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xf139473f526f7a139298ef2892f1915031c4f4da,2,0x05a599258ee8f54de384516a5e8f61adbf092ba6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x04940b1776b0bf5786dac58986112c4f722bfc63,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd7b7d3c0bda57723fb54ab95fd8f9ea033af37f2,18,18,300
0x6b5535346d6e8620285b8ee08d2f3651e6c75d68,2,0x1478c471c35f83a4ce3cf17fe2cd076571daf5e2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xf727fc12f07f510df7f5169f5dc4ca91b9a05753,2,0xa1d0e215a23d7030842fc67ce582a6afa3ccab83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x94607d90f79ca3416a0ccec1aa7442ea26df1af0,2,0x7968bc6a03017ea2de509aaa816f163db0f35148,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6,18,300
0xe1996640c0e7ae4ddca6310a25879b8255c7e92f,2,0x1efb2286bf89f01488c6b2a22b2556c0f45e972b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x4cdfe65f19d045b7cacfd074f246e48119064a79,2,0x78c61af11ada64b7c9154e4f1485579174db8727,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xb8b3662413d35a3f2cd1ebe069873f69ce5cfa8b,2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,18,300
0xdafd66636e2561b0284edde37e42d192f2844d40,2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xc926990039045611eb1de520c1e249fd0d20a8ea,2,0x557b933a7c2c45672b610f8954a3deb39a51a8ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x2c85669157adf4dde13c46b6323ff4593c7e86f8,2,0x1e18821e69b9faa8e6e75dffe54e7e25754beda0,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,18,300
0xf05fd86c9b2f5e883165fc7de5e41f65ac5494c7,2,0x4954db6391f4feb5468b6b943d4935353596aec9,0xdac17f958d2ee523a2206206994597c13d831ec7,18,6,300
0xad1894d8b708a11f627d6a0355c5e6b2e0beb606,2,0x4954db6391f4feb5468b6b943d4935353596aec9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,18,6,300
0x53bb862238b852f387c3f8b8008e4622548e82d1,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf67041758d3b6e56d6fdafa5b32038302c3634da,18,18,300
0x06ffece99895111717c99b4a8d756ad85a57b9a9,2,0x3166c570935a7d8554c8f4ea792ff965d2efe1f2,0x4954db6391f4feb5468b6b943d4935353596aec9,18,18,300
0xdf2c408f0ad496b222bac96ecadc68703b9e0b2a,2,0x77745eb70a555691e152732713f6c3f0cfe99819,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xba13afecda9beb75de5c56bbaf696b880a5a50dd,2,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x812dcbf51f5a7a000df6e7aaa8557290fd41cf41,2,0x042afd3869a47e2d5d42cc787d5c9e19df32185f,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,18,300
0xd78320039371b570a9825b130e89a61ac1397c9c,2,0xba100000625a3754423978a60c9317c58a424e3d,0xfc1e690f61efd961294b3e1ce3313fbd8aa4f85d,18,18,300
0x81ea504d5b278f651398faef51cc65a7b5791663,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc6e2da4a9dbe3dfe5a0836b182e0a762a0f8ebd9,18,18,300
0x5a875034bb718d583e490b1e6831a436e73db2e4,2,0x6509f9cdcd547b06482fc79209c71c7c7493d5f1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x659feb90afb43bf9ade6c88ee730ecbfadda01b8,2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xaba8cac6866b83ae4eec97dd07ed254282f6ad8a,18,24,300
0x36e2fcccc59e5747ff63a03ea2e5c0c2c14911e7,2,0x8798249c2e607446efb7ad49ec89dd1865ff4272,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x1923ede7104c67d4af0a970bf8e8d566eaea2680,2,0x973e52691176d36453868d9d86572788d27041a9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x2024324a99231509a3715172d4f4f4e751b38d4d,2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x5dbcf33d8c2e976c6b560249878e6f1491bca25c,8,18,300
0x0cfe7968e7c34a51217a7c9b9dc1690f416e027e,2,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0x6b175474e89094c44da98b954eedeac495271d0f,8,18,300
0xfcff3b04c499a57778ae2cf05584ab24278a7fcb,2,0x0d438f3b5175bebc262bf23753c1e53d03432bde,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x0be88ac4b5c81700acf3a606a52a31c261a24a35,2,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8,18,300
0x382c4a5147fd4090f7be3a9ff398f95638f5d39e,2,0x5dbcf33d8c2e976c6b560249878e6f1491bca25c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x17b3c19bd640a59e832ab73eccf716cb47419846,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd5525d397898e5502075ea5e830d8914f6f0affe,18,8,300
0xf169cea51eb51774cf107c88309717dda20be167,2,0x2ba592f78db6436527729929aaf6c908497cb200,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x2e3e2d13ff250308e3a9eb25739b7eed1316249b,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xba4418f862a8d37c67991d658a3c5c09bd8c7366,6,18,300
0x3281062759acbec9a34f2c4483ae28671acc5103,2,0xba50933c268f567bdc86e1ac131be072c6b0b71a,0xce9afaf5b0da6ce0366ab40435a48ccff65d2ed7,18,18,300
0x518d6ce2d7a689a591bf46433443c31615b206c5,2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,8,8,300
0x88155b7e850fcffabfc632a3bd8bfafd90fd198d,2,0x0000000000085d4780b73119b644ae5ecd22b376,0x4954db6391f4feb5468b6b943d4935353596aec9,18,18,300
0x588a41f0f764a335798e0a3e7212a46b5029cc2c,2,0xbc766b23f820be4315f8ca8e527dd3b4b1b13233,0xdac17f958d2ee523a2206206994597c13d831ec7,18,6,300
0xe69d51fe01608edffca53d0881897fff9ae09bf6,2,0x68a118ef45063051eac49c7e647ce5ace48a68a5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xe26433358fdb9addcc59ba3f2df0e8490b015ff4,2,0x7756edf05ef3c2b321a85d77b5cbf7c8a9a7c247,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x73d5285f1221564bce82521f901cbf23fbcb876b,2,0x92b914f1ddcbb1d117a718e83c9ed7eb32fc44d1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0xa179d8f12f99cea60700f32f602a57c25f1f6e89,2,0xb9ef770b6a5e12e45983c5d80545258aa38f3b78,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,18,300
0x718ff3f9957ab5586ecff2df2aa11121f71f3d67,2,0x50b379ec299e4585f2644ea6376d00b3c402c8cc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x51dcb8d09fac22c974cb2ef169310cc501063f46,2,0x037a54aab062628c9bbae1fdb1583c195585fe41,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
0x7212fb4efc7c1d5eb56dea974becb3079c805c6b,2,0x4a64515e5e1d1073e83f30cb97bed20400b66e10,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,18,6,300
0x998bf04788c1c631c0e02bd1eed3d945308bf0a3,2,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,18,300
